Year,County of Program Location,Primary Substance Group,Age Group,Population,Admissions,Percent
2009,Tompkins,Alcohol,18 thru 24,101779,90,0.08842688570333763
2009,Tompkins,Alcohol,25 thru 34,101779,147,0.14443057998211814
2009,Tompkins,Alcohol,35 thru 44,101779,119,0.11691999331885752
2009,Tompkins,Alcohol,45 thru 54,101779,113,0.11102486760530168
2009,Tompkins,Alcohol,55 and Older,101779,45,0.04421344285166881
2009,Tompkins,Alcohol,Under 18,101779,18,0.017685377140667525
2009,Tompkins,All Others,18 thru 24,101779,6,0.005895125713555841
2009,Tompkins,All Others,25 thru 34,101779,4,0.003930083809037228
2009,Tompkins,All Others,35 thru 44,101779,1,0.000982520952259307
2009,Tompkins,All Others,45 thru 54,101779,1,0.000982520952259307
2009,Tompkins,All Others,Under 18,101779,2,0.001965041904518614
2009,Tompkins,Cocaine incl Crack,18 thru 24,101779,9,0.008842688570333762
2009,Tompkins,Cocaine incl Crack,25 thru 34,101779,27,0.02652806571100129
2009,Tompkins,Cocaine incl Crack,35 thru 44,101779,19,0.01866789809292683
2009,Tompkins,Cocaine incl Crack,45 thru 54,101779,25,0.024563023806482676
2009,Tompkins,Cocaine incl Crack,Under 18,101779,2,0.001965041904518614
2009,Tompkins,Heroin,18 thru 24,101779,43,0.0422484009471502
2009,Tompkins,Heroin,25 thru 34,101779,58,0.056986215231039805
2009,Tompkins,Heroin,35 thru 44,101779,10,0.00982520952259307
2009,Tompkins,Heroin,45 thru 54,101779,2,0.001965041904518614
2009,Tompkins,Heroin,55 and Older,101779,1,0.000982520952259307
2009,Tompkins,Heroin,Under 18,101779,1,0.000982520952259307
2009,Tompkins,Marijuana incl Hashish,18 thru 24,101779,74,0.07270655046718873
2009,Tompkins,Marijuana incl Hashish,25 thru 34,101779,37,0.036353275233594357
2009,Tompkins,Marijuana incl Hashish,35 thru 44,101779,15,0.014737814283889603
2009,Tompkins,Marijuana incl Hashish,45 thru 54,101779,6,0.005895125713555841
2009,Tompkins,Marijuana incl Hashish,55 and Older,101779,3,0.0029475628567779207
2009,Tompkins,Marijuana incl Hashish,Under 18,101779,93,0.09137444856011553
2009,Tompkins,Other Opioids,18 thru 24,101779,20,0.01965041904518614
2009,Tompkins,Other Opioids,25 thru 34,101779,36,0.03537075428133505
2009,Tompkins,Other Opioids,35 thru 44,101779,14,0.013755293331630298
2009,Tompkins,Other Opioids,45 thru 54,101779,6,0.005895125713555841
2009,Tompkins,Other Opioids,55 and Older,101779,4,0.003930083809037228
2009,Tompkins,Other Opioids,Under 18,101779,3,0.0029475628567779207
2009,Ulster,Alcohol,18 thru 24,181440,151,0.08322310405643739
2009,Ulster,Alcohol,25 thru 34,181440,328,0.18077601410934743
2009,Ulster,Alcohol,35 thru 44,181440,523,0.28824955908289246
2009,Ulster,Alcohol,45 thru 54,181440,574,0.31635802469135804
2009,Ulster,Alcohol,55 and Older,181440,213,0.11739417989417988
2009,Ulster,Alcohol,Under 18,181440,18,0.009920634920634922
2009,Ulster,All Others,18 thru 24,181440,18,0.009920634920634922
2009,Ulster,All Others,25 thru 34,181440,44,0.024250440917107582
2009,Ulster,All Others,35 thru 44,181440,25,0.013778659611992945
2009,Ulster,All Others,45 thru 54,181440,19,0.01047178130511464
2009,Ulster,All Others,55 and Older,181440,9,0.00496031746031746
2009,Ulster,All Others,Under 18,181440,7,0.0038580246913580253
2009,Ulster,Cocaine incl Crack,18 thru 24,181440,35,0.019290123456790122
2009,Ulster,Cocaine incl Crack,25 thru 34,181440,75,0.04133597883597883
2009,Ulster,Cocaine incl Crack,35 thru 44,181440,104,0.057319223985890656
2009,Ulster,Cocaine incl Crack,45 thru 54,181440,74,0.04078483245149912
2009,Ulster,Cocaine incl Crack,55 and Older,181440,14,0.007716049382716049
2009,Ulster,Cocaine incl Crack,Under 18,181440,6,0.0033068783068783076
2009,Ulster,Heroin,18 thru 24,181440,174,0.0958994708994709
2009,Ulster,Heroin,25 thru 34,181440,209,0.11518959435626103
2009,Ulster,Heroin,35 thru 44,181440,110,0.06062610229276896
2009,Ulster,Heroin,45 thru 54,181440,56,0.0308641975308642
2009,Ulster,Heroin,55 and Older,181440,18,0.00992063492063492
2009,Ulster,Heroin,Under 18,181440,14,0.007716049382716049
2009,Ulster,Marijuana incl Hashish,18 thru 24,181440,151,0.08322310405643739
2009,Ulster,Marijuana incl Hashish,25 thru 34,181440,78,0.04298941798941799
2009,Ulster,Marijuana incl Hashish,35 thru 44,181440,29,0.015983245149911816
2009,Ulster,Marijuana incl Hashish,45 thru 54,181440,14,0.007716049382716049
2009,Ulster,Marijuana incl Hashish,55 and Older,181440,2,0.0011022927689594358
2009,Ulster,Marijuana incl Hashish,Under 18,181440,162,0.08928571428571427
2009,Ulster,Other Opioids,18 thru 24,181440,73,0.040233686067019395
2009,Ulster,Other Opioids,25 thru 34,181440,109,0.06007495590828924
2009,Ulster,Other Opioids,35 thru 44,181440,65,0.03582451499118166
2009,Ulster,Other Opioids,45 thru 54,181440,67,0.0369268077601411
2009,Ulster,Other Opioids,55 and Older,181440,16,0.008818342151675485
2009,Ulster,Other Opioids,Under 18,181440,5,0.0027557319223985898
2009,Warren,Alcohol,18 thru 24,66021,134,0.20296572302752153
2009,Warren,Alcohol,25 thru 34,66021,203,0.30747792369094684
2009,Warren,Alcohol,35 thru 44,66021,197,0.29838990624195333
2009,Warren,Alcohol,45 thru 54,66021,136,0.20599506217718605
2009,Warren,Alcohol,55 and Older,66021,35,0.05301343511912876
2009,Warren,Alcohol,Under 18,66021,18,0.027264052346980507
2009,Warren,All Others,18 thru 24,66021,5,0.0075733478741612514
2009,Warren,All Others,25 thru 34,66021,6,0.009088017448993502
2009,Warren,All Others,35 thru 44,66021,1,0.0015146695748322503
2009,Warren,All Others,45 thru 54,66021,2,0.0030293391496645007
2009,Warren,All Others,Under 18,66021,1,0.0015146695748322503
2009,Warren,Cocaine incl Crack,18 thru 24,66021,9,0.013632026173490254
2009,Warren,Cocaine incl Crack,25 thru 34,66021,23,0.034837400221141755
2009,Warren,Cocaine incl Crack,35 thru 44,66021,24,0.03635206979597401
2009,Warren,Cocaine incl Crack,45 thru 54,66021,17,0.025749382772148256
2009,Warren,Cocaine incl Crack,55 and Older,66021,2,0.0030293391496645007
2009,Warren,Heroin,18 thru 24,66021,36,0.054528104693961015
2009,Warren,Heroin,25 thru 34,66021,31,0.04695475681979976
2009,Warren,Heroin,35 thru 44,66021,4,0.006058678299329001
2009,Warren,Heroin,55 and Older,66021,1,0.0015146695748322503
2009,Warren,Heroin,Under 18,66021,2,0.0030293391496645007
2009,Warren,Marijuana incl Hashish,18 thru 24,66021,111,0.1681283228063798
2009,Warren,Marijuana incl Hashish,25 thru 34,66021,38,0.05755744384362551
2009,Warren,Marijuana incl Hashish,35 thru 44,66021,16,0.024234713197316005
2009,Warren,Marijuana incl Hashish,45 thru 54,66021,5,0.0075733478741612514
2009,Warren,Marijuana incl Hashish,Under 18,66021,46,0.06967480044228351
2009,Warren,Other Opioids,18 thru 24,66021,18,0.027264052346980504
2009,Warren,Other Opioids,25 thru 34,66021,23,0.03483740022114176
2009,Warren,Other Opioids,35 thru 44,66021,14,0.021205374047651503
2009,Warren,Other Opioids,45 thru 54,66021,5,0.0075733478741612514
2009,Warren,Other Opioids,55 and Older,66021,2,0.0030293391496645007
2009,Warren,Other Opioids,Under 18,66021,2,0.0030293391496645007
2009,Washington,Alcohol,18 thru 24,62753,27,0.043025831434353734
2009,Washington,Alcohol,25 thru 34,62753,54,0.08605166286870747
2009,Washington,Alcohol,35 thru 44,62753,37,0.05896132455818845
2009,Washington,Alcohol,45 thru 54,62753,44,0.07011616974487275
2009,Washington,Alcohol,55 and Older,62753,12,0.01912259174860166
2009,Washington,Alcohol,Under 18,62753,8,0.012748394499067773
2009,Washington,All Others,18 thru 24,62753,1,0.0015935493123834716
2009,Washington,All Others,25 thru 34,62753,1,0.0015935493123834716
2009,Washington,Cocaine incl Crack,18 thru 24,62753,9,0.014341943811451246
2009,Washington,Cocaine incl Crack,25 thru 34,62753,7,0.011154845186684302
2009,Washington,Cocaine incl Crack,35 thru 44,62753,12,0.01912259174860166
2009,Washington,Cocaine incl Crack,45 thru 54,62753,5,0.007967746561917358
2009,Washington,Heroin,18 thru 24,62753,8,0.012748394499067773
2009,Washington,Heroin,25 thru 34,62753,11,0.017529042436218188
2009,Washington,Heroin,35 thru 44,62753,4,0.0063741972495338865
2009,Washington,Heroin,45 thru 54,62753,1,0.0015935493123834716
2009,Washington,Marijuana incl Hashish,18 thru 24,62753,29,0.04621293005912067
2009,Washington,Marijuana incl Hashish,25 thru 34,62753,29,0.04621293005912068
2009,Washington,Marijuana incl Hashish,35 thru 44,62753,5,0.007967746561917358
2009,Washington,Marijuana incl Hashish,45 thru 54,62753,1,0.0015935493123834716
2009,Washington,Marijuana incl Hashish,55 and Older,62753,1,0.0015935493123834716
2009,Washington,Marijuana incl Hashish,Under 18,62753,52,0.08286456424394054
2009,Washington,Other Opioids,18 thru 24,62753,3,0.004780647937150415
2009,Washington,Other Opioids,25 thru 34,62753,6,0.00956129587430083
2009,Washington,Other Opioids,35 thru 44,62753,2,0.0031870986247669432
2009,Washington,Other Opioids,Under 18,62753,1,0.0015935493123834716
2009,Wayne,Alcohol,18 thru 24,91291,46,0.05038831867325366
2009,Wayne,Alcohol,25 thru 34,91291,86,0.0942042479543438
2009,Wayne,Alcohol,35 thru 44,91291,83,0.09091805325826205
2009,Wayne,Alcohol,45 thru 54,91291,62,0.06791469038568972
2009,Wayne,Alcohol,55 and Older,91291,29,0.03176654872879035
2009,Wayne,Alcohol,Under 18,91291,14,0.01533557524838155
2009,Wayne,All Others,18 thru 24,91291,5,0.005476991160136268
2009,Wayne,All Others,25 thru 34,91291,3,0.003286194696081761
2009,Wayne,All Others,35 thru 44,91291,1,0.0010953982320272536
2009,Wayne,All Others,45 thru 54,91291,1,0.0010953982320272536
2009,Wayne,All Others,Under 18,91291,1,0.0010953982320272536
2009,Wayne,Cocaine incl Crack,18 thru 24,91291,11,0.012049380552299788
2009,Wayne,Cocaine incl Crack,25 thru 34,91291,29,0.03176654872879035
2009,Wayne,Cocaine incl Crack,35 thru 44,91291,29,0.03176654872879035
2009,Wayne,Cocaine incl Crack,45 thru 54,91291,27,0.029575752264735845
2009,Wayne,Cocaine incl Crack,55 and Older,91291,3,0.003286194696081761
2009,Wayne,Heroin,18 thru 24,91291,26,0.028480354032708592
2009,Wayne,Heroin,25 thru 34,91291,36,0.03943433635298113
2009,Wayne,Heroin,35 thru 44,91291,3,0.0032861946960817605
2009,Wayne,Heroin,45 thru 54,91291,2,0.002190796464054507
2009,Wayne,Marijuana incl Hashish,18 thru 24,91291,82,0.0898226550262348
2009,Wayne,Marijuana incl Hashish,25 thru 34,91291,41,0.0449113275131174
2009,Wayne,Marijuana incl Hashish,35 thru 44,91291,13,0.014240177016354296
2009,Wayne,Marijuana incl Hashish,45 thru 54,91291,6,0.006572389392163521
2009,Wayne,Marijuana incl Hashish,Under 18,91291,44,0.04819752220919916
2009,Wayne,Other Opioids,18 thru 24,91291,9,0.009858584088245283
2009,Wayne,Other Opioids,25 thru 34,91291,17,0.01862176994446331
2009,Wayne,Other Opioids,35 thru 44,91291,12,0.013144778784327042
2009,Wayne,Other Opioids,45 thru 54,91291,5,0.005476991160136268
2009,Wayne,Other Opioids,55 and Older,91291,1,0.0010953982320272536
2009,Wayne,Other Opioids,Under 18,91291,1,0.0010953982320272536
2009,Westchester,Alcohol,18 thru 24,955962,629,0.06579759446505196
2009,Westchester,Alcohol,25 thru 34,955962,1235,0.1291892355553882
2009,Westchester,Alcohol,35 thru 44,955962,2104,0.2200924304522565
2009,Westchester,Alcohol,45 thru 54,955962,2411,0.2522066776712882
2009,Westchester,Alcohol,55 and Older,955962,918,0.09602892165169746
2009,Westchester,Alcohol,Under 18,955962,122,0.012762013552839967
2009,Westchester,All Others,18 thru 24,955962,64,0.006694826781817687
2009,Westchester,All Others,25 thru 34,955962,132,0.01380808023749898
2009,Westchester,All Others,35 thru 44,955962,100,0.010460666846590137
2009,Westchester,All Others,45 thru 54,955962,88,0.009205386824999322
2009,Westchester,All Others,55 and Older,955962,38,0.0039750534017042516
2009,Westchester,All Others,Under 18,955962,8,0.000836853347727211
2009,Westchester,Cocaine incl Crack,18 thru 24,955962,96,0.010042240172726532
2009,Westchester,Cocaine incl Crack,25 thru 34,955962,254,0.02657009379033895
2009,Westchester,Cocaine incl Crack,35 thru 44,955962,554,0.05795209433010935
2009,Westchester,Cocaine incl Crack,45 thru 54,955962,494,0.05167569422215528
2009,Westchester,Cocaine incl Crack,55 and Older,955962,101,0.010565273515056038
2009,Westchester,Cocaine incl Crack,Under 18,955962,9,0.0009414600161931124
2009,Westchester,Heroin,18 thru 24,955962,192,0.020084480345453064
2009,Westchester,Heroin,25 thru 34,955962,423,0.04424862076107628
2009,Westchester,Heroin,35 thru 44,955962,817,0.08546364813664141
2009,Westchester,Heroin,45 thru 54,955962,772,0.08075634805567586
2009,Westchester,Heroin,55 and Older,955962,277,0.028976047165054676
2009,Westchester,Heroin,Under 18,955962,5,0.0005230333423295069
2009,Westchester,Marijuana incl Hashish,18 thru 24,955962,915,0.09571510164629976
2009,Westchester,Marijuana incl Hashish,25 thru 34,955962,668,0.0698772545352221
2009,Westchester,Marijuana incl Hashish,35 thru 44,955962,222,0.023222680399430103
2009,Westchester,Marijuana incl Hashish,45 thru 54,955962,108,0.011297520194317345
2009,Westchester,Marijuana incl Hashish,55 and Older,955962,21,0.0021967400377839287
2009,Westchester,Marijuana incl Hashish,Under 18,955962,958,0.10021318839033351
2009,Westchester,Other Opioids,18 thru 24,955962,61,0.006381006776419984
2009,Westchester,Other Opioids,25 thru 34,955962,77,0.008054713471874406
2009,Westchester,Other Opioids,35 thru 44,955962,58,0.006067186771022279
2009,Westchester,Other Opioids,45 thru 54,955962,47,0.004916513417897363
2009,Westchester,Other Opioids,55 and Older,955962,29,0.0030335933855111397
2009,Westchester,Other Opioids,Under 18,955962,7,0.0007322466792613095
2009,Wyoming,Alcohol,18 thru 24,41398,37,0.08937629837190203
2009,Wyoming,Alcohol,25 thru 34,41398,41,0.09903860089859413
2009,Wyoming,Alcohol,35 thru 44,41398,51,0.12319435721532442
2009,Wyoming,Alcohol,45 thru 54,41398,39,0.09420744963524808
2009,Wyoming,Alcohol,55 and Older,41398,7,0.016909029421711193
2009,Wyoming,Alcohol,Under 18,41398,5,0.012077878158365139
2009,Wyoming,All Others,18 thru 24,41398,2,0.004831151263346056
2009,Wyoming,All Others,25 thru 34,41398,1,0.002415575631673028
2009,Wyoming,All Others,Under 18,41398,1,0.002415575631673028
2009,Wyoming,Cocaine incl Crack,18 thru 24,41398,3,0.007246726895019083
2009,Wyoming,Cocaine incl Crack,25 thru 34,41398,11,0.026571331948403304
2009,Wyoming,Cocaine incl Crack,35 thru 44,41398,5,0.012077878158365139
2009,Wyoming,Cocaine incl Crack,45 thru 54,41398,4,0.009662302526692111
2009,Wyoming,Heroin,18 thru 24,41398,1,0.002415575631673028
2009,Wyoming,Heroin,25 thru 34,41398,7,0.016909029421711193
2009,Wyoming,Heroin,35 thru 44,41398,1,0.002415575631673028
2009,Wyoming,Marijuana incl Hashish,18 thru 24,41398,19,0.045895937001787526
2009,Wyoming,Marijuana incl Hashish,25 thru 34,41398,17,0.04106478573844147
2009,Wyoming,Marijuana incl Hashish,35 thru 44,41398,9,0.02174018068505725
2009,Wyoming,Marijuana incl Hashish,45 thru 54,41398,4,0.009662302526692111
2009,Wyoming,Marijuana incl Hashish,55 and Older,41398,1,0.002415575631673028
2009,Wyoming,Marijuana incl Hashish,Under 18,41398,28,0.06763611768684477
2009,Wyoming,Other Opioids,18 thru 24,41398,5,0.012077878158365139
2009,Wyoming,Other Opioids,25 thru 34,41398,14,0.033818058843422386
2009,Wyoming,Other Opioids,35 thru 44,41398,2,0.004831151263346056
2009,Wyoming,Other Opioids,45 thru 54,41398,3,0.007246726895019083
2009,Wyoming,Other Opioids,Under 18,41398,2,0.004831151263346056
2009,Yates,Alcohol,18 thru 24,24482,10,0.0408463360836533
2009,Yates,Alcohol,25 thru 34,24482,12,0.04901560330038395
2009,Yates,Alcohol,35 thru 44,24482,10,0.0408463360836533
2009,Yates,Alcohol,45 thru 54,24482,4,0.016338534433461317
2009,Yates,Alcohol,55 and Older,24482,5,0.02042316804182665
2009,Yates,All Others,25 thru 34,24482,1,0.004084633608365329
2009,Yates,Cocaine incl Crack,18 thru 24,24482,1,0.004084633608365329
2009,Yates,Cocaine incl Crack,45 thru 54,24482,1,0.004084633608365329
2009,Yates,Heroin,18 thru 24,24482,1,0.004084633608365329
2009,Yates,Heroin,25 thru 34,24482,2,0.008169267216730659
2009,Yates,Marijuana incl Hashish,18 thru 24,24482,14,0.057184870517114614
2009,Yates,Marijuana incl Hashish,25 thru 34,24482,7,0.028592435258557307
2009,Yates,Marijuana incl Hashish,35 thru 44,24482,1,0.004084633608365329
2009,Yates,Marijuana incl Hashish,Under 18,24482,10,0.0408463360836533
2009,Yates,Other Opioids,18 thru 24,24482,4,0.016338534433461317
2009,Yates,Other Opioids,25 thru 34,24482,1,0.004084633608365329
2009,Yates,Other Opioids,35 thru 44,24482,4,0.016338534433461317
2010,Albany,Alcohol,18 thru 24,304204,300,0.09861803263599425
2010,Albany,Alcohol,25 thru 34,304204,625,0.20545423465832138
2010,Albany,Alcohol,35 thru 44,304204,990,0.32543950769878105
2010,Albany,Alcohol,45 thru 54,304204,1309,0.4303033490683883
2010,Albany,Alcohol,55 and Older,304204,553,0.18178590682568277
2010,Albany,Alcohol,Under 18,304204,44,0.014463978119945825
2010,Albany,All Others,18 thru 24,304204,27,0.008875622937239484
2010,Albany,All Others,25 thru 34,304204,25,0.008218169386332855
2010,Albany,All Others,35 thru 44,304204,12,0.003944721305439771
2010,Albany,All Others,45 thru 54,304204,11,0.0036159945299864566
2010,Albany,All Others,55 and Older,304204,6,0.0019723606527198853
2010,Albany,Cocaine incl Crack,18 thru 24,304204,69,0.02268214750627868
2010,Albany,Cocaine incl Crack,25 thru 34,304204,182,0.05982827313250318
2010,Albany,Cocaine incl Crack,35 thru 44,304204,345,0.11341073753139339
2010,Albany,Cocaine incl Crack,45 thru 54,304204,301,0.09894675941144757
2010,Albany,Cocaine incl Crack,55 and Older,304204,67,0.02202469395537205
2010,Albany,Cocaine incl Crack,Under 18,304204,3,0.0009861803263599427
2010,Albany,Heroin,18 thru 24,304204,352,0.11571182495956658
2010,Albany,Heroin,25 thru 34,304204,659,0.21663094502373406
2010,Albany,Heroin,35 thru 44,304204,306,0.10059039328871414
2010,Albany,Heroin,45 thru 54,304204,223,0.07330607092608907
2010,Albany,Heroin,55 and Older,304204,67,0.02202469395537205
2010,Albany,Heroin,Under 18,304204,6,0.0019723606527198853
2010,Albany,Marijuana incl Hashish,18 thru 24,304204,439,0.14431105442400494
2010,Albany,Marijuana incl Hashish,25 thru 34,304204,426,0.14003760634311185
2010,Albany,Marijuana incl Hashish,35 thru 44,304204,193,0.06344426766248965
2010,Albany,Marijuana incl Hashish,45 thru 54,304204,70,0.023010874281731993
2010,Albany,Marijuana incl Hashish,55 and Older,304204,14,0.004602174856346399
2010,Albany,Marijuana incl Hashish,Under 18,304204,266,0.08744132227058157
2010,Albany,Other Opioids,18 thru 24,304204,128,0.042077027258024216
2010,Albany,Other Opioids,25 thru 34,304204,192,0.06311554088703633
2010,Albany,Other Opioids,35 thru 44,304204,99,0.03254395076987811
2010,Albany,Other Opioids,45 thru 54,304204,67,0.02202469395537205
2010,Albany,Other Opioids,55 and Older,304204,29,0.009533076488146112
2010,Albany,Other Opioids,Under 18,304204,9,0.0029585409790798285
2010,Allegany,Alcohol,18 thru 24,48946,21,0.042904425285007965
2010,Allegany,Alcohol,25 thru 34,48946,68,0.13892861520859723
2010,Allegany,Alcohol,35 thru 44,48946,42,0.08580885057001594
2010,Allegany,Alcohol,45 thru 54,48946,41,0.08376578269930127
2010,Allegany,Alcohol,55 and Older,48946,14,0.028602950190005312
2010,Allegany,Alcohol,Under 18,48946,4,0.008172271482858661
2010,Allegany,All Others,18 thru 24,48946,1,0.0020430678707146653
